"Sujeito";"Predicado";"Objeto"
"/index.php/Maegor_I_Targaryen";"Other Titles";"/index.php/Seven_Kingdoms"
"/index.php/Maegor_I_Targaryen";"Other Titles";"Hand of the King"
"/index.php/Maegor_I_Targaryen";"Other Titles";"King of the Seven Kingdoms"
"/index.php/Maegor_I_Targaryen";"Born in";"12AC"
"/index.php/Maegor_I_Targaryen";"Died in";"/index.php/King%27s_Landing"
"/index.php/Maegor_I_Targaryen";"Died in";"48AC, at King's Landing"
"/index.php/Maegor_I_Targaryen";"Royal House";"/index.php/House_Targaryen"
"/index.php/Maegor_I_Targaryen";"Royal House";"House Targaryen"
"/index.php/Maegor_I_Targaryen";"Predecessor";"/index.php/Aenys_I_Targaryen"
"/index.php/Maegor_I_Targaryen";"Predecessor";"Aenys I Targaryen"
"/index.php/Maegor_I_Targaryen";"Successor";"/index.php/Jaehaerys_I_Targaryen"
"/index.php/Maegor_I_Targaryen";"Successor";"Jaehaerys I Targaryen"
"/index.php/Maegor_I_Targaryen";"Queen";"/index.php/Jeyne_Westerling_(wife_of_Maegor_I)"
"/index.php/Maegor_I_Targaryen";"Queen";"/index.php/Alys_Harroway"
"/index.php/Maegor_I_Targaryen";"Queen";"/index.php/Tyanna"
"/index.php/Maegor_I_Targaryen";"Queen";"/index.php/Rhaena_Targaryen_(daughter_of_Aenys_I)"
"/index.php/Maegor_I_Targaryen";"Queen";"Jeyne Westerling"
"/index.php/Maegor_I_Targaryen";"Queen";"Alys Harroway"
"/index.php/Maegor_I_Targaryen";"Queen";"Tyanna of Pentos"
"/index.php/Maegor_I_Targaryen";"Queen";"Rhaena Targaryen"
"/index.php/Maegor_I_Targaryen";"Father";"/index.php/Aegon_I_Targaryen"
"/index.php/Maegor_I_Targaryen";"Father";"Aegon I Targaryen"
"/index.php/Maegor_I_Targaryen";"Mother";"/index.php/Visenya_Targaryen"
"/index.php/Maegor_I_Targaryen";"Mother";"Visenya Targaryen"
"/index.php/Maegor_I_Targaryen";"Books";"/index.php/The_Rogue_Prince"
"/index.php/Maegor_I_Targaryen";"Books";"/index.php/The_Princess_and_the_Queen"
"/index.php/Maegor_I_Targaryen";"Books";"/index.php/A_Game_of_Thrones"
"/index.php/Maegor_I_Targaryen";"Books";"/index.php/A_Storm_of_Swords"
"/index.php/Maegor_I_Targaryen";"Books";"The Rogue Prince (Mentioned)"
"/index.php/Maegor_I_Targaryen";"Books";"The Princess and the Queen (Mentioned)"
"/index.php/Maegor_I_Targaryen";"Books";"A Game of Thrones (Mentioned)"
"/index.php/Maegor_I_Targaryen";"Books";"A Storm of Swords (Mentioned)"
"/index.php/Maegor_I_Targaryen";"name";"Maegor I Targaryen"
"/index.php/Maekar_Targaryen";"Reign";"221AC - 232AC"
"/index.php/Maekar_Targaryen";"Full Name";"Maekar Targaryen the First of His Name"
"/index.php/Maekar_Targaryen";"Alias";"The Anvil"
"/index.php/Maekar_Targaryen";"Other Titles";"/index.php/Andals"
"/index.php/Maekar_Targaryen";"Other Titles";"/index.php/Rhoynar"
"/index.php/Maekar_Targaryen";"Other Titles";"/index.php/First_Men"
"/index.php/Maekar_Targaryen";"Other Titles";"/index.php/Seven_Kingdoms"
"/index.php/Maekar_Targaryen";"Other Titles";"/index.php/Prince_of_Summerhall"
"/index.php/Maekar_Targaryen";"Other Titles";"King of the Andals, the Rhoynar and the First Men"
"/index.php/Maekar_Targaryen";"Other Titles";"Lord of the Seven Kingdoms"
"/index.php/Maekar_Targaryen";"Other Titles";"Protector of the Realm"
"/index.php/Maekar_Targaryen";"Other Titles";"Prince of Summerhall"
"/index.php/Maekar_Targaryen";"Born in";"/index.php/King%27s_Landing"
"/index.php/Maekar_Targaryen";"Born in";"or between 172AC and 178AC, at King's Landing"
"/index.php/Maekar_Targaryen";"Died in";"/index.php/Starpike"
"/index.php/Maekar_Targaryen";"Died in";"232AC, at Starpike"
"/index.php/Maekar_Targaryen";"Royal House";"/index.php/House_Targaryen"
"/index.php/Maekar_Targaryen";"Royal House";"House Targaryen"
"/index.php/Maekar_Targaryen";"Predecessor";"/index.php/Aerys_I_Targaryen"
"/index.php/Maekar_Targaryen";"Predecessor";"Aerys I Targaryen"
"/index.php/Maekar_Targaryen";"Heir";"/index.php/Daeron_Targaryen_(son_of_Maekar_I)"
"/index.php/Maekar_Targaryen";"Heir";"/index.php/Aerion_Targaryen"
"/index.php/Maekar_Targaryen";"Heir";"1st: Daeron Targaryen"
"/index.php/Maekar_Targaryen";"Heir";"2nd: Aerion Targaryen"
"/index.php/Maekar_Targaryen";"Heir";"3rd: decided in Great Council"
"/index.php/Maekar_Targaryen";"Successor";"/index.php/Aegon_V_Targaryen"
"/index.php/Maekar_Targaryen";"Successor";"Aegon V Targaryen"
"/index.php/Maekar_Targaryen";"Issue";"/index.php/Daeron_Targaryen_(son_of_Maekar_I)"
"/index.php/Maekar_Targaryen";"Issue";"/index.php/Aerion_Targaryen"
"/index.php/Maekar_Targaryen";"Issue";"/index.php/Aemon_Targaryen_(son_of_Maekar_I)"
"/index.php/Maekar_Targaryen";"Issue";"/index.php/Aegon_V_Targaryen"
"/index.php/Maekar_Targaryen";"Issue";"/index.php/Rhae_Targaryen"
"/index.php/Maekar_Targaryen";"Issue";"/index.php/Daella_Targaryen_(daughter_of_Maekar_I)"
"/index.php/Maekar_Targaryen";"Issue";"Daeron Targaryen"
"/index.php/Maekar_Targaryen";"Issue";"Aerion Targaryen"
"/index.php/Maekar_Targaryen";"Issue";"Aemon Targaryen"
"/index.php/Maekar_Targaryen";"Issue";"Aegon V Targaryen"
"/index.php/Maekar_Targaryen";"Issue";"Rhae Targaryen"
"/index.php/Maekar_Targaryen";"Issue";"Daella Targaryen"
"/index.php/Maekar_Targaryen";"Father";"/index.php/Daeron_II_Targaryen"
"/index.php/Maekar_Targaryen";"Father";"Daeron II Targaryen"
"/index.php/Maekar_Targaryen";"Mother";"/index.php/Myriah_Martell"
"/index.php/Maekar_Targaryen";"Mother";"Myriah Martell"
"/index.php/Maekar_Targaryen";"Books";"/index.php/The_Hedge_Knight"
"/index.php/Maekar_Targaryen";"Books";"/index.php/The_Sworn_Sword"
"/index.php/Maekar_Targaryen";"Books";"/index.php/The_Mystery_Knight"
"/index.php/Maekar_Targaryen";"Books";"/index.php/A_Game_of_Thrones"
"/index.php/Maekar_Targaryen";"Books";"The Hedge Knight (Appears)"
"/index.php/Maekar_Targaryen";"Books";"The Sworn Sword (Mentioned)"
"/index.php/Maekar_Targaryen";"Books";"The Mystery Knight (Mentioned)"
"/index.php/Maekar_Targaryen";"Books";"A Game of Thrones (Mentioned)"
"/index.php/Maekar_Targaryen";"name";"Maekar I Targaryen"
"/index.php/Maelor_Targaryen";"Title";"Prince"
"/index.php/Maelor_Targaryen";"Allegiance";"/index.php/House_Targaryen"
"/index.php/Maelor_Targaryen";"Allegiance";"/index.php/The_Greens"
"/index.php/Maelor_Targaryen";"Allegiance";"House Targaryen"
"/index.php/Maelor_Targaryen";"Allegiance";"The Greens"
"/index.php/Maelor_Targaryen";"Born";"/index.php/King%27s_Landing"
"/index.php/Maelor_Targaryen";"Born";"In 127AC, at King's Landing"
"/index.php/Maelor_Targaryen";"Died";"In 130AC"
"/index.php/Maelor_Targaryen";"Book(s)";"/index.php/The_Princess_and_the_Queen"
"/index.php/Maelor_Targaryen";"Book(s)";"The Princess and the Queen (Appears)"
"/index.php/Maelor_Targaryen";"name";"Maelor Targaryen"
"/index.php/Maelys_Blackfyre";"Alias";"Maelys the Monstrous"
"/index.php/Maelys_Blackfyre";"Allegiance";"/index.php/House_Blackfyre"
"/index.php/Maelys_Blackfyre";"Allegiance";"/index.php/Band_of_Nine"
"/index.php/Maelys_Blackfyre";"Allegiance";"/index.php/Golden_Company"
"/index.php/Maelys_Blackfyre";"Allegiance";"House Blackfyre"
"/index.php/Maelys_Blackfyre";"Allegiance";"Band of Nine"
"/index.php/Maelys_Blackfyre";"Allegiance";"Golden Company"
"/index.php/Maelys_Blackfyre";"Died";"/index.php/Stepstones"
"/index.php/Maelys_Blackfyre";"Died";"In +/-259AC, at Stepstones"
"/index.php/Maelys_Blackfyre";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Maelys_Blackfyre";"Book(s)";"/index.php/A_Dance_with_Dragons"
"/index.php/Maelys_Blackfyre";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Maelys_Blackfyre";"Book(s)";"A Dance with Dragons (Mentioned)"
"/index.php/Maelys_Blackfyre";"name";"Maelys Blackfyre"
"/index.php/Maerie_(Goodwife)";"Title";"Goodwife"
"/index.php/Maerie_(Goodwife)";"Died";"/index.php/Riverlands"
"/index.php/Maerie_(Goodwife)";"Died";"At Riverlands"
"/index.php/Maerie_(Goodwife)";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Maerie_(Goodwife)";"Book(s)";"A Storm of Swords"
"/index.php/Maerie_(Goodwife)";"name";"Maerie (Goodwife)"
"/index.php/Maerie_(Whore)";"Alias";"Maerie the Whore"
"/index.php/Maerie_(Whore)";"Died";"/index.php/Riverlands"
"/index.php/Maerie_(Whore)";"Died";"In 299AC, at Riverlands"
"/index.php/Maerie_(Whore)";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Maerie_(Whore)";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Maerie_(Whore)";"name";"Maerie (Whore)"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Alias";"Mag the Mighty"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Race";"/index.php/Giants"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Race";"Giants"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Born";"/index.php/Beyond_the_Wall"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Born";"At Beyond the Wall"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Died";"/index.php/Castle_Black"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Died";"In 300AC, at Castle Black"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Book(s)";"/index.php/A_Dance_with_Dragons"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Book(s)";"A Storm of Swords (Appears)"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Mag_Mar_Tun_Doh_Weg";"Book(s)";"A Dance with Dragons (Mentioned)"
"/index.php/Mag_Mar_Tun_Doh_Weg";"name";"Mag Mar Tun Doh Weg"
"/index.php/Maggy";"Alias";"Maggy the Frog"
"/index.php/Maggy";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Maggy";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Maggy";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Maggy";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Maggy";"name";"Maggy"
"/index.php/Mago";"Title";"/index.php/Bloodrider"
"/index.php/Mago";"Title";"/index.php/Jhaqo"
"/index.php/Mago";"Title";"Bloodrider of Khal Jhaqo"
"/index.php/Mago";"Culture";"/index.php/Dothraki"
"/index.php/Mago";"Culture";"Dothraki"
"/index.php/Mago";"Book(s)";"/index.php/A_Game_of_Thrones"
"/index.php/Mago";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Mago";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Mago";"Book(s)";"/index.php/A_Dance_with_Dragons"
"/index.php/Mago";"Book(s)";"A Game of Thrones (Appears)"
"/index.php/Mago";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Mago";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Mago";"Book(s)";"A Dance with Dragons (Mentioned)"
"/index.php/Mago";"Played by";"Ivailo Dimitrov"
"/index.php/Mago";"TV series";"/index.php/Game_of_Thrones_-_Season_1"
"/index.php/Mago";"TV series";"Season 1"
"/index.php/Mago";"name";"Mago"
"/index.php/Malcolm";"Title";"Ser"
"/index.php/Malcolm";"Book(s)";"/index.php/A_Clash_of_Kings"
"/index.php/Malcolm";"Book(s)";"A Clash of Kings (Mentioned)"
"/index.php/Malcolm";"name";"Malcolm"
"/index.php/Mallador_Locke";"Title";"Ser"
"/index.php/Mallador_Locke";"Allegiance";"/index.php/Night%27s_Watch"
"/index.php/Mallador_Locke";"Allegiance";"Night's Watch"
"/index.php/Mallador_Locke";"Died";"/index.php/Fist_of_the_First_Men"
"/index.php/Mallador_Locke";"Died";"In 299AC, at Fist of the First Men"
"/index.php/Mallador_Locke";"Book(s)";"/index.php/A_Clash_of_Kings"
"/index.php/Mallador_Locke";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Mallador_Locke";"Book(s)";"A Clash of Kings (Appears)"
"/index.php/Mallador_Locke";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Mallador_Locke";"name";"Mallador Locke"
"/index.php/Malleon";"Title";"Grand Maester"
"/index.php/Malleon";"Book(s)";"/index.php/A_Game_of_Thrones"
"/index.php/Malleon";"Book(s)";"A Game of Thrones"
"/index.php/Malleon";"name";"Malleon"
"/index.php/Malliard";"Title";"Wisdom"
"/index.php/Malliard";"Allegiance";"/index.php/Alchemists%27_Guild"
"/index.php/Malliard";"Allegiance";"Alchemists' Guild"
"/index.php/Malliard";"Book(s)";"/index.php/A_Clash_of_Kings"
"/index.php/Malliard";"Book(s)";"A Clash of Kings (Mentioned)"
"/index.php/Malliard";"name";"Malliard"
"/index.php/Mallor_(Knight)";"Title";"Ser"
"/index.php/Mallor_(Knight)";"Book(s)";"/index.php/The_Mystery_Knight"
"/index.php/Mallor_(Knight)";"Book(s)";"The Mystery Knight"
"/index.php/Mallor_(Knight)";"name";"Mallor (Knight)"
"/index.php/Mallor";"Alias";"Mallor the Dornishman"
"/index.php/Mallor";"Allegiance";"/index.php/House_Lannister"
"/index.php/Mallor";"Allegiance";"House Lannister"
"/index.php/Mallor";"Book(s)";"/index.php/A_Game_of_Thrones"
"/index.php/Mallor";"Book(s)";"A Game of Thrones"
"/index.php/Mallor";"name";"Mallor"
"/index.php/Malwyn_Frey";"Allegiance";"/index.php/House_Frey"
"/index.php/Malwyn_Frey";"Allegiance";"House Frey"
"/index.php/Malwyn_Frey";"Born";"In 284AC"
"/index.php/Malwyn_Frey";"Book(s)";"/index.php/A_Clash_of_Kings"
"/index.php/Malwyn_Frey";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Malwyn_Frey";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Malwyn_Frey";"Book(s)";"A Clash of Kings (Mentioned)"
"/index.php/Malwyn_Frey";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Malwyn_Frey";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Malwyn_Frey";"name";"Malwyn Frey"
"/index.php/Mance_Rayder";"Alias";"The Mance"
"/index.php/Mance_Rayder";"Alias";"Abel"
"/index.php/Mance_Rayder";"Other Titles";"/index.php/King-Beyond-the-Wall"
"/index.php/Mance_Rayder";"Other Titles";"King-Beyond-the-Wall"
"/index.php/Mance_Rayder";"Born in";"/index.php/Beyond_the_Wall"
"/index.php/Mance_Rayder";"Born in";", at Beyond the Wall"
"/index.php/Mance_Rayder";"Culture";"/index.php/Free_folk"
"/index.php/Mance_Rayder";"Culture";"Free folk"
"/index.php/Mance_Rayder";"Wife";"/index.php/Dalla"
"/index.php/Mance_Rayder";"Wife";"Dalla"
"/index.php/Mance_Rayder";"Issue";"/index.php/Aemon_Steelsong"
"/index.php/Mance_Rayder";"Issue";"Aemon Steelsong"
"/index.php/Mance_Rayder";"Books";"/index.php/A_Game_of_Thrones"
"/index.php/Mance_Rayder";"Books";"/index.php/A_Clash_of_Kings"
"/index.php/Mance_Rayder";"Books";"/index.php/A_Storm_of_Swords"
"/index.php/Mance_Rayder";"Books";"/index.php/A_Feast_for_Crows"
"/index.php/Mance_Rayder";"Books";"/index.php/A_Dance_with_Dragons"
"/index.php/Mance_Rayder";"Books";"A Game of Thrones (Mentioned)"
"/index.php/Mance_Rayder";"Books";"A Clash of Kings (Mentioned)"
"/index.php/Mance_Rayder";"Books";"A Storm of Swords (Appears)"
"/index.php/Mance_Rayder";"Books";"A Feast for Crows (Mentioned)"
"/index.php/Mance_Rayder";"Books";"A Dance with Dragons (Appears)"
"/index.php/Mance_Rayder";"Played by";"Ciaran Hinds"
"/index.php/Mance_Rayder";"TV series";"/index.php/Game_of_Thrones_-_Season_3"
"/index.php/Mance_Rayder";"TV series";"/index.php/Game_of_Thrones_-_Season_4"
"/index.php/Mance_Rayder";"TV series";"Season 3 | Season 4"
"/index.php/Mance_Rayder";"name";"Mance Rayder"
"/index.php/Mandon_Moore";"Title";"/index.php/Knight"
"/index.php/Mandon_Moore";"Title";"Ser"
"/index.php/Mandon_Moore";"Allegiance";"/index.php/House_Moore"
"/index.php/Mandon_Moore";"Allegiance";"/index.php/Kingsguard"
"/index.php/Mandon_Moore";"Allegiance";"House Moore"
"/index.php/Mandon_Moore";"Allegiance";"Kingsguard"
"/index.php/Mandon_Moore";"Died";"/index.php/Blackwater_Rush"
"/index.php/Mandon_Moore";"Died";"In 299AC, at Blackwater Rush"
"/index.php/Mandon_Moore";"Book(s)";"/index.php/A_Game_of_Thrones"
"/index.php/Mandon_Moore";"Book(s)";"/index.php/A_Clash_of_Kings"
"/index.php/Mandon_Moore";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Mandon_Moore";"Book(s)";"A Game of Thrones (Appears)"
"/index.php/Mandon_Moore";"Book(s)";"A Clash of Kings (Appears)"
"/index.php/Mandon_Moore";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Mandon_Moore";"Played by";"James Doran"
"/index.php/Mandon_Moore";"TV series";"/index.php/Game_of_Thrones_-_Season_1"
"/index.php/Mandon_Moore";"TV series";"/index.php/Game_of_Thrones_-_Season_2"
"/index.php/Mandon_Moore";"TV series";"Season 1 | Season 2"
"/index.php/Mandon_Moore";"name";"Mandon Moore"
"/index.php/Manfred_Dondarrion";"Title";"/index.php/Knight"
"/index.php/Manfred_Dondarrion";"Title";"Ser"
"/index.php/Manfred_Dondarrion";"Allegiance";"/index.php/House_Dondarrion"
"/index.php/Manfred_Dondarrion";"Allegiance";"House Dondarrion"
"/index.php/Manfred_Dondarrion";"Book(s)";"/index.php/The_Hedge_Knight"
"/index.php/Manfred_Dondarrion";"Book(s)";"The Hedge Knight (Appears)"
"/index.php/Manfred_Dondarrion";"name";"Manfred Dondarrion"
"/index.php/Manfred_Lothston";"Allegiance";"/index.php/House_Lothston"
"/index.php/Manfred_Lothston";"Allegiance";"House Lothston"
"/index.php/Manfred_Lothston";"Book(s)";"/index.php/The_Sworn_Sword"
"/index.php/Manfred_Lothston";"Book(s)";"The Sworn Sword (Mentioned)"
"/index.php/Manfred_Lothston";"name";"Manfred Lothston"
"/index.php/Manfred_Swann";"Title";"/index.php/Knight"
"/index.php/Manfred_Swann";"Title";"Ser"
"/index.php/Manfred_Swann";"Allegiance";"/index.php/House_Swann"
"/index.php/Manfred_Swann";"Allegiance";"House Swann"
"/index.php/Manfred_Swann";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Manfred_Swann";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Manfred_Swann";"name";"Manfred Swann"
"/index.php/Manfrey_Martell";"Title";"/index.php/Knight"
"/index.php/Manfrey_Martell";"Title";"/index.php/Sunspear"
"/index.php/Manfrey_Martell";"Title";"Ser"
"/index.php/Manfrey_Martell";"Title";"Castellan of Sunspear"
"/index.php/Manfrey_Martell";"Allegiance";"/index.php/House_Martell"
"/index.php/Manfrey_Martell";"Allegiance";"House Martell"
"/index.php/Manfrey_Martell";"Culture";"/index.php/Dornishmen"
"/index.php/Manfrey_Martell";"Culture";"Dornishmen"
"/index.php/Manfrey_Martell";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Manfrey_Martell";"Book(s)";"/index.php/A_Dance_with_Dragons"
"/index.php/Manfrey_Martell";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Manfrey_Martell";"Book(s)";"A Dance with Dragons (Mentioned)"
"/index.php/Manfrey_Martell";"name";"Manfrey Martell"
"/index.php/Manfryd_Lothston";"Alias";"Manfryd o' the Black Hood"
"/index.php/Manfryd_Lothston";"Allegiance";"/index.php/House_Lothston"
"/index.php/Manfryd_Lothston";"Allegiance";"House Lothston"
"/index.php/Manfryd_Lothston";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Manfryd_Lothston";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Manfryd_Lothston";"name";"Manfryd Lothston"
"/index.php/Manfryd_Yew";"Title";"/index.php/Knight"
"/index.php/Manfryd_Yew";"Title";"Ser"
"/index.php/Manfryd_Yew";"Allegiance";"/index.php/House_Yew"
"/index.php/Manfryd_Yew";"Allegiance";"House Yew"
"/index.php/Manfryd_Yew";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Manfryd_Yew";"Book(s)";"/index.php/A_Dance_with_Dragons"
"/index.php/Manfryd_Yew";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Manfryd_Yew";"Book(s)";"A Dance with Dragons (Mentioned)"
"/index.php/Manfryd_Yew";"name";"Manfryd Yew"
"/index.php/Marei";"Born";"In 280AC or before"
"/index.php/Marei";"Book(s)";"/index.php/A_Clash_of_Kings"
"/index.php/Marei";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Marei";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Marei";"Book(s)";"/index.php/A_Dance_with_Dragons"
"/index.php/Marei";"Book(s)";"A Clash of Kings (Appears)"
"/index.php/Marei";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Marei";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Marei";"Book(s)";"A Dance with Dragons (Mentioned)"
"/index.php/Marei";"Played by";"Josephine Gillan"
"/index.php/Marei";"TV series";"/index.php/Game_of_Thrones_-_Season_2"
"/index.php/Marei";"TV series";"/index.php/Game_of_Thrones_-_Season_3"
"/index.php/Marei";"TV series";"/index.php/Game_of_Thrones_-_Season_4"
"/index.php/Marei";"TV series";"Season 2 | Season 3 | Season 4"
"/index.php/Marei";"name";"Marei"
"/index.php/Margaery_Tyrell";"Alias";"The Little Queen"
"/index.php/Margaery_Tyrell";"Alias";"The Little Rose"
"/index.php/Margaery_Tyrell";"Alias";"Maid Margaery"
"/index.php/Margaery_Tyrell";"Title";"/index.php/Seven_Kingdoms"
"/index.php/Margaery_Tyrell";"Title";"Queen of the Seven Kingdoms"
"/index.php/Margaery_Tyrell";"Allegiance";"/index.php/House_Tyrell"
"/index.php/Margaery_Tyrell";"Allegiance";"House Tyrell"
"/index.php/Margaery_Tyrell";"Culture";"/index.php/Westeros"
"/index.php/Margaery_Tyrell";"Culture";"Westeros"
"/index.php/Margaery_Tyrell";"Born";"/index.php/Highgarden"
"/index.php/Margaery_Tyrell";"Born";"In 283AC, at Highgarden"
"/index.php/Margaery_Tyrell";"Spouse";"/index.php/Renly_Baratheon"
"/index.php/Margaery_Tyrell";"Spouse";"/index.php/Joffrey_Baratheon"
"/index.php/Margaery_Tyrell";"Spouse";"/index.php/Tommen_Baratheon"
"/index.php/Margaery_Tyrell";"Spouse";"1st: King Renly Baratheon"
"/index.php/Margaery_Tyrell";"Spouse";"2nd: King Joffrey Baratheon"
"/index.php/Margaery_Tyrell";"Spouse";"3rd: King Tommen Baratheon"
"/index.php/Margaery_Tyrell";"Book(s)";"/index.php/A_Game_of_Thrones"
"/index.php/Margaery_Tyrell";"Book(s)";"/index.php/A_Clash_of_Kings"
"/index.php/Margaery_Tyrell";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Margaery_Tyrell";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Margaery_Tyrell";"Book(s)";"/index.php/A_Dance_with_Dragons"
"/index.php/Margaery_Tyrell";"Book(s)";"A Game of Thrones (Mentioned)"
"/index.php/Margaery_Tyrell";"Book(s)";"A Clash of Kings (Appears)"
"/index.php/Margaery_Tyrell";"Book(s)";"A Storm of Swords (Appears)"
"/index.php/Margaery_Tyrell";"Book(s)";"A Feast for Crows (Appears)"
"/index.php/Margaery_Tyrell";"Book(s)";"A Dance with Dragons (Mentioned)"
"/index.php/Margaery_Tyrell";"Played by";"Natalie Dormer"
"/index.php/Margaery_Tyrell";"TV series";"/index.php/Game_of_Thrones_-_Season_2"
"/index.php/Margaery_Tyrell";"TV series";"/index.php/Game_of_Thrones_-_Season_3"
"/index.php/Margaery_Tyrell";"TV series";"/index.php/Game_of_Thrones_-_Season_4"
"/index.php/Margaery_Tyrell";"TV series";"Season 2 | Season 3 | Season 4"
"/index.php/Margaery_Tyrell";"name";"Margaery Tyrell"
"/index.php/Marghaz_zo_Loraq";"Allegiance";"/index.php/House_of_Loraq"
"/index.php/Marghaz_zo_Loraq";"Allegiance";"/index.php/Brazen_Beasts"
"/index.php/Marghaz_zo_Loraq";"Allegiance";"House of Loraq"
"/index.php/Marghaz_zo_Loraq";"Allegiance";"Brazen Beasts"
"/index.php/Marghaz_zo_Loraq";"Culture";"/index.php/Ghis"
"/index.php/Marghaz_zo_Loraq";"Culture";"Ghiscari"
"/index.php/Marghaz_zo_Loraq";"Born";"/index.php/Meereen"
"/index.php/Marghaz_zo_Loraq";"Born";"At Meereen"
"/index.php/Marghaz_zo_Loraq";"Book(s)";"/index.php/A_Dance_with_Dragons"
"/index.php/Marghaz_zo_Loraq";"Book(s)";"A Dance with Dragons (Appears)"
"/index.php/Marghaz_zo_Loraq";"name";"Marghaz zo Loraq"
"/index.php/Margot_Lannister";"Allegiance";"/index.php/House_Lannister"
"/index.php/Margot_Lannister";"Allegiance";"House Lannister"
"/index.php/Margot_Lannister";"Spouse";"/index.php/Titus_Peake"
"/index.php/Margot_Lannister";"Spouse";"Titus Peake"
"/index.php/Margot_Lannister";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Margot_Lannister";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Margot_Lannister";"Book(s)";"/index.php/A_Dance_with_Dragons"
"/index.php/Margot_Lannister";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Margot_Lannister";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Margot_Lannister";"Book(s)";"A Dance with Dragons (Mentioned)"
"/index.php/Margot_Lannister";"name";"Margot Lannister"
"/index.php/Marianne_Vance";"Allegiance";"/index.php/House_Vance"
"/index.php/Marianne_Vance";"Allegiance";"House Vance"
"/index.php/Marianne_Vance";"Born";"In or between 262AC and 293AC"
"/index.php/Marianne_Vance";"Book(s)";"/index.php/A_Clash_of_Kings"
"/index.php/Marianne_Vance";"Book(s)";"/index.php/A_Storm_of_Swords"
"/index.php/Marianne_Vance";"Book(s)";"/index.php/A_Feast_for_Crows"
"/index.php/Marianne_Vance";"Book(s)";"A Clash of Kings (Mentioned)"
"/index.php/Marianne_Vance";"Book(s)";"A Storm of Swords (Mentioned)"
"/index.php/Marianne_Vance";"Book(s)";"A Feast for Crows (Mentioned)"
"/index.php/Marianne_Vance";"name";"Marianne Vance"
"/index.php/Maric_Seaworth";"Allegiance";"/index.php/House_Seaworth"
"/index.php/Maric_Seaworth";"Allegiance";"House Seaworth"
"/index.php/Maric_Seaworth";"Died";"/index.php/Blackwater_Rush"
"/index.php/Maric_Seaworth";"Died";"In 299AC, at Blackwater Rush"
