"Sujeito";"Classe";"Predicado";"Objeto"
"/index.php/Jonos_Frey";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Jonos_Frey";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jonos_Frey";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Jonos_Frey";"CHARACTER";"bornIn";"In 291AC"
"/index.php/Jonos_Frey";"CHARACTER";"hasAllegianceWith";"/index.php/House_Frey"
"/index.php/Jonos_Frey";"CHARACTER";"nameIs";"Jonos Frey"
"/index.php/Jonos_Stark";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Jonos_Stark";"CHARACTER";"hasAllegianceWith";"/index.php/House_Stark"
"/index.php/Jonos_Stark";"CHARACTER";"hasCulture";"Northmen"
"/index.php/Jonos_Stark";"CHARACTER";"nameIs";"Jonos Stark"
"/index.php/Jonos_Stark";"CHARACTER";"titlesIs";"King in the North"
"/index.php/Jonos_Stark";"CHARACTER";"titlesIs";"Lord of Winterfell"
"/index.php/Jonothor_Darry";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jonothor_Darry";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Jonothor_Darry";"CHARACTER";"diedIn";"In 283AC, at the Trident"
"/index.php/Jonothor_Darry";"CHARACTER";"hasAlias";"Jon Darry"
"/index.php/Jonothor_Darry";"CHARACTER";"hasAllegianceWith";"/index.php/House_Darry"
"/index.php/Jonothor_Darry";"CHARACTER";"nameIs";"Jonothor Darry"
"/index.php/Jonothor_Darry";"CHARACTER";"titlesIs";"Ser"
"/index.php/Jorah_Mormont";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Jorah_Mormont";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Jorah_Mormont";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jorah_Mormont";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Jorah_Mormont";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Jorah_Mormont";"CHARACTER";"appearsIn";"/index.php/The_Winds_of_Winter"
"/index.php/Jorah_Mormont";"CHARACTER";"bornIn";"In 254AC (roughly)"
"/index.php/Jorah_Mormont";"CHARACTER";"hasAlias";"Jorah the Andal"
"/index.php/Jorah_Mormont";"CHARACTER";"hasAllegianceWith";"/index.php/House_Mormont"
"/index.php/Jorah_Mormont";"CHARACTER";"hasAllegianceWith";"/index.php/House_Targaryen"
"/index.php/Jorah_Mormont";"CHARACTER";"hasAllegianceWith";"/index.php/Second_Sons"
"/index.php/Jorah_Mormont";"CHARACTER";"hasCulture";"Northmen"
"/index.php/Jorah_Mormont";"CHARACTER";"nameIs";"Jorah Mormont"
"/index.php/Jorah_Mormont";"CHARACTER";"playedBy";"Iain Glen"
"/index.php/Jorah_Mormont";"CHARACTER";"spouse";"/index.php/Lynesse_Hightower"
"/index.php/Jorah_Mormont";"CHARACTER";"titlesIs";"Lord of Bear Island (stripped)"
"/index.php/Jorah_Mormont";"CHARACTER";"titlesIs";"Ser"
"/index.php/Jorah_Stark";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Jorah_Stark";"CHARACTER";"hasAllegianceWith";"/index.php/House_Stark"
"/index.php/Jorah_Stark";"CHARACTER";"hasCulture";"Northmen"
"/index.php/Jorah_Stark";"CHARACTER";"nameIs";"Jorah Stark"
"/index.php/Jorah_Stark";"CHARACTER";"titlesIs";"King in the North"
"/index.php/Jorah_Stark";"CHARACTER";"titlesIs";"Lord of Winterfell"
"/index.php/Joramun";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Joramun";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Joramun";"CHARACTER";"hasCulture";"Free Folk"
"/index.php/Joramun";"CHARACTER";"nameIs";"Joramun"
"/index.php/Joramun";"CHARACTER";"titlesIs";"King-Beyond-the-Wall"
"/index.php/Jorelle_Mormont";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Jorelle_Mormont";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jorelle_Mormont";"CHARACTER";"bornIn";"In or between 278AC and 289AC"
"/index.php/Jorelle_Mormont";"CHARACTER";"hasAlias";"Jory"
"/index.php/Jorelle_Mormont";"CHARACTER";"hasAllegianceWith";"/index.php/House_Mormont"
"/index.php/Jorelle_Mormont";"CHARACTER";"hasCulture";"Northmen"
"/index.php/Jorelle_Mormont";"CHARACTER";"nameIs";"Jorelle Mormont"
"/index.php/Jorgen";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Jorgen";"CHARACTER";"hasAllegianceWith";"/index.php/House_Webber"
"/index.php/Jorgen";"CHARACTER";"nameIs";"Jorgen"
"/index.php/Jorquen";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jorquen";"CHARACTER";"nameIs";"Jorquen"
"/index.php/Jorquen";"CHARACTER";"titlesIs";"Septon"
"/index.php/Jory_Cassel";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Jory_Cassel";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Jory_Cassel";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Jory_Cassel";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Jory_Cassel";"CHARACTER";"appearsInSeason";"Season 1"
"/index.php/Jory_Cassel";"CHARACTER";"bornIn";"At Winterfell"
"/index.php/Jory_Cassel";"CHARACTER";"diedIn";"In 298AC, at King's Landing"
"/index.php/Jory_Cassel";"CHARACTER";"hasAllegianceWith";"/index.php/House_Cassel"
"/index.php/Jory_Cassel";"CHARACTER";"hasCulture";"Northmen"
"/index.php/Jory_Cassel";"CHARACTER";"nameIs";"Jory Cassel"
"/index.php/Jory_Cassel";"CHARACTER";"playedBy";"Jamie Sives"
"/index.php/Jory_Cassel";"CHARACTER";"titlesIs";"Captain of Guards at Winterfell"
"/index.php/Joseran";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Joseran";"CHARACTER";"nameIs";"Joseran"
"/index.php/Joseran";"CHARACTER";"titlesIs";"Maester"
"/index.php/Joseth";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Joseth";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Joseth";"CHARACTER";"hasAllegianceWith";"/index.php/House_Stark"
"/index.php/Joseth";"CHARACTER";"nameIs";"Joseth"
"/index.php/Joseth_Mallister";"CHARACTER";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Joseth_Mallister";"CHARACTER";"hasAllegianceWith";"/index.php/House_Mallister"
"/index.php/Joseth_Mallister";"CHARACTER";"nameIs";"Joseth Mallister"
"/index.php/Joseth_Mallister";"CHARACTER";"titlesIs";"Ser"
"/index.php/Josmyn_Peckledon";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Josmyn_Peckledon";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Josmyn_Peckledon";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Josmyn_Peckledon";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Josmyn_Peckledon";"CHARACTER";"bornIn";"In 284AC or 285AC"
"/index.php/Josmyn_Peckledon";"CHARACTER";"hasAlias";"Peck"
"/index.php/Josmyn_Peckledon";"CHARACTER";"hasAllegianceWith";"/index.php/House_Peckledon"
"/index.php/Josmyn_Peckledon";"CHARACTER";"nameIs";"Josmyn Peckledon"
"/index.php/Joss";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Joss";"CHARACTER";"nameIs";"Joss"
"/index.php/Joss_Stilwood";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Joss_Stilwood";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Joss_Stilwood";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Joss_Stilwood";"CHARACTER";"hasAllegianceWith";"/index.php/House_Clegane"
"/index.php/Joss_Stilwood";"CHARACTER";"nameIs";"Joss Stilwood"
"/index.php/Joss_the_Gloom";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Joss_the_Gloom";"CHARACTER";"hasAlias";"Joss the Gloom"
"/index.php/Joss_the_Gloom";"CHARACTER";"hasCulture";"Braavosi"
"/index.php/Joss_the_Gloom";"CHARACTER";"nameIs";"Joss the Gloom"
"/index.php/Josua_Willum";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Josua_Willum";"CHARACTER";"hasAllegianceWith";"/index.php/House_Willum"
"/index.php/Josua_Willum";"CHARACTER";"nameIs";"Josua Willum"
"/index.php/Joth_Quickbow";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Joth_Quickbow";"CHARACTER";"diedIn";"At the Riverlands"
"/index.php/Joth_Quickbow";"CHARACTER";"nameIs";"Joth Quickbow"
"/index.php/Jothos_Slynt";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Jothos_Slynt";"CHARACTER";"hasAllegianceWith";"/index.php/House_Slynt"
"/index.php/Jothos_Slynt";"CHARACTER";"nameIs";"Jothos Slynt"
"/index.php/Joy_Hill";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Joy_Hill";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Joy_Hill";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Joy_Hill";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Joy_Hill";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Joy_Hill";"CHARACTER";"bornIn";"In 288AC"
"/index.php/Joy_Hill";"CHARACTER";"hasAllegianceWith";"/index.php/House_Lannister"
"/index.php/Joy_Hill";"CHARACTER";"hasAllegianceWith";"/index.php/Lannister"
"/index.php/Joy_Hill";"CHARACTER";"nameIs";"Joy Hill"
"/index.php/Joyeuse_Erenford";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Joyeuse_Erenford";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Joyeuse_Erenford";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Joyeuse_Erenford";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Joyeuse_Erenford";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Joyeuse_Erenford";"CHARACTER";"bornIn";"In 282AC or 283AC"
"/index.php/Joyeuse_Erenford";"CHARACTER";"hasAllegianceWith";"/index.php/House_Erenford"
"/index.php/Joyeuse_Erenford";"CHARACTER";"hasAllegianceWith";"/index.php/House_Frey"
"/index.php/Joyeuse_Erenford";"CHARACTER";"nameIs";"Joyeuse Erenford"
"/index.php/Joyeuse_Erenford";"CHARACTER";"playedBy";"Kelly Long"
"/index.php/Joyeuse_Erenford";"CHARACTER";"spouse";"/index.php/Walder_Frey"
"/index.php/Jurne";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Jurne";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jurne";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Jurne";"CHARACTER";"nameIs";"Jurne"
"/index.php/Jurne";"CHARACTER";"titlesIs";"Maester"
"/index.php/Justin_Massey";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Justin_Massey";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Justin_Massey";"CHARACTER";"appearsIn";"/index.php/The_Winds_of_Winter"
"/index.php/Justin_Massey";"CHARACTER";"hasAlias";"The Smiler"
"/index.php/Justin_Massey";"CHARACTER";"hasAllegianceWith";"/index.php/House_Baratheon_of_Dragonstone"
"/index.php/Justin_Massey";"CHARACTER";"hasAllegianceWith";"/index.php/House_Massey"
"/index.php/Justin_Massey";"CHARACTER";"nameIs";"Justin Massey"
"/index.php/Justin_Massey";"CHARACTER";"titlesIs";"Ser"
"/index.php/Jyana";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Jyana";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jyana";"CHARACTER";"hasAllegianceWith";"/index.php/House_Reed"
"/index.php/Jyana";"CHARACTER";"hasCulture";"Crannogmen"
"/index.php/Jyana";"CHARACTER";"nameIs";"Jyana"
"/index.php/Jyana";"CHARACTER";"spouse";"/index.php/Howland_Reed"
"/index.php/Jyanna_Frey";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Jyanna_Frey";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jyanna_Frey";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Jyanna_Frey";"CHARACTER";"hasAllegianceWith";"/index.php/House_Frey"
"/index.php/Jyanna_Frey";"CHARACTER";"nameIs";"Jyanna Frey"
"/index.php/Jyanna_Frey";"CHARACTER";"spouse";"/index.php/Benfrey_Frey"
"/index.php/Jyck";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Jyck";"CHARACTER";"diedIn";"In 298AC, at Mountains of the Moon"
"/index.php/Jyck";"CHARACTER";"hasAllegianceWith";"/index.php/House_Lannister"
"/index.php/Jyck";"CHARACTER";"hasAllegianceWith";"/index.php/Lannister"
"/index.php/Jyck";"CHARACTER";"nameIs";"Jyck"
"/index.php/Jynessa_Blackmont";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jynessa_Blackmont";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Jynessa_Blackmont";"CHARACTER";"hasAllegianceWith";"/index.php/House_Blackmont"
"/index.php/Jynessa_Blackmont";"CHARACTER";"hasCulture";"Dornish"
"/index.php/Jynessa_Blackmont";"CHARACTER";"nameIs";"Jynessa Blackmont"
"/index.php/Jyzene";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Jyzene";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Jyzene";"CHARACTER";"nameIs";"Jyzene"
"/index.php/Kaeth";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Kaeth";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Kaeth";"CHARACTER";"bornIn";"At 175AC, 176AC or 177AC"
"/index.php/Kaeth";"CHARACTER";"diedIn";"In 257AC or 258AC, at King's Landing"
"/index.php/Kaeth";"CHARACTER";"nameIs";"Kaeth"
"/index.php/Kaeth";"CHARACTER";"titlesIs";"Grand Maester"
"/index.php/Karhold";"CITY";"hasReligion";"Old gods"
"/index.php/Karhold";"CITY";"isGovernedBy";"House Karstark, Feudal Lord."
"/index.php/Karhold";"CITY";"isNamedFor";"Karlon Stark, its founder."
"/index.php/Karhold";"CITY";"locationIs";"Westeros, North"
"/index.php/Karhold";"CITY";"nameIs";"Karhold"
"/index.php/Karlon_Stark";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Karlon_Stark";"CHARACTER";"hasAllegianceWith";"/index.php/House_Stark"
"/index.php/Karlon_Stark";"CHARACTER";"hasCulture";"Northmen"
"/index.php/Karlon_Stark";"CHARACTER";"nameIs";"Karlon Stark"
"/index.php/Karlon_Stark";"CHARACTER";"titlesIs";"Lord of Karl's Hold"
"/index.php/Karyl_Vance";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Karyl_Vance";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Karyl_Vance";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Karyl_Vance";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Karyl_Vance";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Karyl_Vance";"CHARACTER";"bornIn";"At Wayfarer's Rest"
"/index.php/Karyl_Vance";"CHARACTER";"hasAllegianceWith";"/index.php/House_Vance_of_Wayfarer%27s_Rest"
"/index.php/Karyl_Vance";"CHARACTER";"nameIs";"Karyl Vance"
"/index.php/Karyl_Vance";"CHARACTER";"titlesIs";"Lord of Wayfarer's Rest"
"/index.php/Karyl_Vance";"CHARACTER";"titlesIs";"Ser"
"/index.php/Kedge_Whiteye";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Kedge_Whiteye";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Kedge_Whiteye";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Kedge_Whiteye";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Kedge_Whiteye";"CHARACTER";"bornIn";"In or between 251AC and 260AC"
"/index.php/Kedge_Whiteye";"CHARACTER";"nameIs";"Kedge Whiteye"
"/index.php/Kedry";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Kedry";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Kedry";"CHARACTER";"diedIn";"In 300AC, at off the coast of the Disputed Lands"
"/index.php/Kedry";"CHARACTER";"nameIs";"Kedry"
"/index.php/Kedry";"CHARACTER";"titlesIs";"Maester"
"/index.php/Kegs";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Kegs";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Kegs";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Kegs";"CHARACTER";"nameIs";"Kegs"
"/index.php/Kella";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Kella";"CHARACTER";"hasAllegianceWith";"/index.php/House_Baelish"
"/index.php/Kella";"CHARACTER";"nameIs";"Kella"
"/index.php/Kemmett_Pyke";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Kemmett_Pyke";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Kemmett_Pyke";"CHARACTER";"hasAlias";"Kemmett the Bastard"
"/index.php/Kemmett_Pyke";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Kemmett_Pyke";"CHARACTER";"nameIs";"Kemmett Pyke"
"/index.php/Kenned";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Kenned";"CHARACTER";"diedIn";"In 299AC, at Winterfell"
"/index.php/Kenned";"CHARACTER";"hasAlias";"Kenned the Whale"
"/index.php/Kenned";"CHARACTER";"hasAllegianceWith";"/index.php/House_Greyjoy"
"/index.php/Kenned";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Kenned";"CHARACTER";"nameIs";"Kenned"
"/index.php/Kennos_of_Kayce";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Kennos_of_Kayce";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Kennos_of_Kayce";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Kennos_of_Kayce";"CHARACTER";"hasAllegianceWith";"/index.php/House_Kenning_of_Kayce"
"/index.php/Kennos_of_Kayce";"CHARACTER";"nameIs";"Kennos of Kayce"
"/index.php/Kennos_of_Kayce";"CHARACTER";"titlesIs";"Ser"
"/index.php/Ketter";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Ketter";"CHARACTER";"nameIs";"Ketter"
"/index.php/Kevan_Lannister";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Kevan_Lannister";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Kevan_Lannister";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Kevan_Lannister";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Kevan_Lannister";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Kevan_Lannister";"CHARACTER";"bornIn";"In 244AC or 245AC"
"/index.php/Kevan_Lannister";"CHARACTER";"diedIn";"In 300AC, at King's Landing"
"/index.php/Kevan_Lannister";"CHARACTER";"hasAllegianceWith";"/index.php/House_Lannister"
"/index.php/Kevan_Lannister";"CHARACTER";"hasAllegianceWith";"/index.php/Lannister"
"/index.php/Kevan_Lannister";"CHARACTER";"nameIs";"Kevan Lannister"
"/index.php/Kevan_Lannister";"CHARACTER";"playedBy";"Ian Gelder"
"/index.php/Kevan_Lannister";"CHARACTER";"spouse";"/index.php/Dorna_Swyft"
"/index.php/Kevan_Lannister";"CHARACTER";"titlesIs";"Lord Regent"
"/index.php/Kevan_Lannister";"CHARACTER";"titlesIs";"Master of Laws"
"/index.php/Kevan_Lannister";"CHARACTER";"titlesIs";"Protector of the Realm"
"/index.php/Kevan_Lannister";"CHARACTER";"titlesIs";"Ser"
"/index.php/Kezmya";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Kezmya";"CHARACTER";"bornIn";"At Meereen"
"/index.php/Kezmya";"CHARACTER";"hasCulture";"Ghiscari"
"/index.php/Kezmya";"CHARACTER";"nameIs";"Kezmya"
"/index.php/Kezmya";"CHARACTER";"titlesIs";"Cupbearer"
"/index.php/Khal_Drogo";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Khal_Drogo";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Khal_Drogo";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Khal_Drogo";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Khal_Drogo";"CHARACTER";"bornIn";"In or around 266AC"
"/index.php/Khal_Drogo";"CHARACTER";"diedIn";"In 298AC, at Dothraki Sea"
"/index.php/Khal_Drogo";"CHARACTER";"hasAlias";"Great Rider"
"/index.php/Khal_Drogo";"CHARACTER";"hasCulture";"Dothraki"
"/index.php/Khal_Drogo";"CHARACTER";"hasRace";"Dothraki"
"/index.php/Khal_Drogo";"CHARACTER";"nameIs";"Drogo"
"/index.php/Khal_Drogo";"CHARACTER";"playedBy";"Jason Momoa"
"/index.php/Khal_Drogo";"CHARACTER";"spouse";"/index.php/Daenerys_Targaryen"
"/index.php/Khal_Drogo";"CHARACTER";"titlesIs";"Khal"
"/index.php/Khorane_Sathmantes";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Khorane_Sathmantes";"CHARACTER";"hasCulture";"Lyseni"
"/index.php/Khorane_Sathmantes";"CHARACTER";"nameIs";"Khorane Sathmantes"
"/index.php/Khrazz";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Khrazz";"CHARACTER";"bornIn";"In 277AC (roughly)"
"/index.php/Khrazz";"CHARACTER";"diedIn";"In 300AC, at Meereen"
"/index.php/Khrazz";"CHARACTER";"hasCulture";"Ghiscari"
"/index.php/Khrazz";"CHARACTER";"nameIs";"Khrazz"
"/index.php/King%27s_Landing";"CITY";"hasReligion";"Faith of the Seven"
"/index.php/King%27s_Landing";"CITY";"isGovernedBy";"The King of the Andals, the Rhoynar and the First Men, Feudal society."
"/index.php/King%27s_Landing";"CITY";"isNamedFor";"Aegon I Targaryen, its founder."
"/index.php/King%27s_Landing";"CITY";"locationIs";"Crownlands, Westeros."
"/index.php/King%27s_Landing";"CITY";"nameIs";"King's Landing"
"/index.php/King%27s_Landing";"CITY";"organizations";"Alchemists' Guild"
"/index.php/King%27s_Landing";"CITY";"organizations";"City Watch"
"/index.php/King%27s_Landing";"CITY";"organizations";"Kingsguard"
"/index.php/King%27s_Landing";"CITY";"wasFounded";"300 years ago, where Aegon first landed in Westeros."
"/index.php/Kirby_Pimm";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Kirby_Pimm";"CHARACTER";"nameIs";"Kirby Pimm"
"/index.php/Kirby_Pimm";"CHARACTER";"titlesIs";"Ser"
"/index.php/Kirth_Vance";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Kirth_Vance";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Kirth_Vance";"CHARACTER";"hasAllegianceWith";"/index.php/House_Vance_of_Atranta"
"/index.php/Kirth_Vance";"CHARACTER";"nameIs";"Kirth Vance"
"/index.php/Kojja_Mo";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Kojja_Mo";"CHARACTER";"hasCulture";"Summer Islands"
"/index.php/Kojja_Mo";"CHARACTER";"nameIs";"Kojja Mo"
"/index.php/Koss";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Koss";"CHARACTER";"diedIn";"In 299AC, at Gods Eye"
"/index.php/Koss";"CHARACTER";"nameIs";"Koss"
"/index.php/Kraznys_mo_Nakloz";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Kraznys_mo_Nakloz";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Kraznys_mo_Nakloz";"CHARACTER";"appearsInSeason";"Season 3"
"/index.php/Kraznys_mo_Nakloz";"CHARACTER";"diedIn";"In 299AC, at Astapor"
"/index.php/Kraznys_mo_Nakloz";"CHARACTER";"hasCulture";"Astapor"
"/index.php/Kraznys_mo_Nakloz";"CHARACTER";"nameIs";"Kraznys mo Nakloz"
"/index.php/Kraznys_mo_Nakloz";"CHARACTER";"playedBy";"Dan Hildebrand"
"/index.php/Krazz";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Krazz";"CHARACTER";"bornIn";"In 277AC (roughly)"
"/index.php/Krazz";"CHARACTER";"diedIn";"In 300AC, at Meereen"
"/index.php/Krazz";"CHARACTER";"hasCulture";"Ghiscari"
"/index.php/Kromm";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Kromm";"CHARACTER";"bornIn";"At Iron Islands"
"/index.php/Kromm";"CHARACTER";"diedIn";"In 299AC, at Winterfell"
"/index.php/Kromm";"CHARACTER";"hasAllegianceWith";"/index.php/House_Greyjoy"
"/index.php/Kromm";"CHARACTER";"hasCulture";"ironborn"
"/index.php/Kromm";"CHARACTER";"nameIs";"Kromm"
"/index.php/Kurleket";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Kurleket";"CHARACTER";"diedIn";"In +/- 298 AL, at Mountains of the Moon"
"/index.php/Kurleket";"CHARACTER";"hasAllegianceWith";"/index.php/House_Bracken"
"/index.php/Kurleket";"CHARACTER";"nameIs";"Kurleket"
"/index.php/Kurz";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Kurz";"CHARACTER";"diedIn";"In 299AC, at Riverlands"
"/index.php/Kurz";"CHARACTER";"nameIs";"Kurz"
